County,County,County,County,County,County,County,County,County,County,County,County,County,County,County,County,County
King,Mercer Island,WA,98040,2020,TESLA,MODEL Y,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,291,0,41,113415900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024602,-122.2371867,47.5822997
King,Bellevue,WA,98006,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,41,135011978,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024901,-122.16937,47.571015
King,Seatac,WA,98188,2016,BMW,I3,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,72,0,33,205579608,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028402,-122.29179,47.43473
King,Kirkland,WA,98034,2015,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,208,0,45,244028333,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021905,-122.209285,47.71124
King,Seattle,WA,98125,2016,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,46,252209009,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000700,-122.296385,47.71558
King,Seattle,WA,98117,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,36,152383892,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002900,-122.37276,47.689685
Pierce,Orting,WA,98360,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,259,0,2,122028693,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070404,-122.2032237,47.0942956
King,Kenmore,WA,98028,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,46,218363757,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022102,-122.2504747,47.7617128
King,Newcastle,WA,98059,2021,BMW,X5,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,30,0,41,156441841,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025005,-122.15734,47.487175
King,Newcastle,WA,98059,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,41,181583356,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025005,-122.15734,47.487175
Snohomish,Arlington,WA,98223,2013,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,208,69900,39,233327188,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053506,-122.12324,48.19485
King,Seattle,WA,98126,2021,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,34,151009568,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010702,-122.374105,47.54468
King,Kirkland,WA,98033,2022,RIVIAN,R1T,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,48,236447858,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022703,-122.20264,47.6785
King,Sammamish,WA,98074,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,45,193945160,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032316,-122.0313266,47.6285782
Pierce,Gig Harbor,WA,98332,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,26,145707292,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072508,-122.589645,47.342345
King,Seattle,WA,98136,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,34,230877580,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033012000,-122.388675,47.5415
King,Sammamish,WA,98075,2019,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,220,0,41,477303095,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032224,-122.03309,47.58153
Snohomish,Bothell,WA,98012,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,1,202700396,PUGET SOUND ENERGY INC,53061052009,-122.1873,47.820245
King,Seattle,WA,98144,2019,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,22,0,37,8103973,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008900,-122.30823,47.581975
Clark,Vancouver,WA,98686,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,17,187404843,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040412,-122.6483953,45.7010427
King,North Bend,WA,98045,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,5,167231046,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032704,-121.7814012,47.4935316
King,Renton,WA,98056,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,41,152448383,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025202,-122.180505,47.500055
King,Sammamish,WA,98075,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,41,144906814,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032215,-122.03309,47.58153
King,Shoreline,WA,98133,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,42,0,32,186138851,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020301,-122.34584,47.76726
King,Seattle,WA,98177,2017,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,107,0,36,125979556,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400,-122.382425,47.77279
King,Bellevue,WA,98006,2019,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,220,0,41,478055392,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024902,-122.16937,47.571015
King,Redmond,WA,98052,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,45,147208512,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321,-122.12302,47.67668
King,Tukwila,WA,98188,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,32,0,11,237771439,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200,-122.29179,47.43473
King,Issaquah,WA,98027,2019,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,220,0,5,332183400,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025006,-122.03644,47.53374
King,Seattle,WA,98105,2016,BMW,X5,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,14,0,46,475388959,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004201,-122.319115,47.66132
King,Renton,WA,98059,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,125,0,5,476841746,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031904,-122.15734,47.487175
King,Bellevue,WA,98004,2019,SUBARU,CROSSTREK,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,17,34995,41,230802106,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023807,-122.201905,47.61385
King,Kirkland,WA,98033,2020,TESLA,MODEL X,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,289,0,48,212123250,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022502,-122.20264,47.6785
King,Sammamish,WA,98075,2022,AUDI,E-TRON,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,41,209652467,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032218,-122.03309,47.58153
King,Kirkland,WA,98034,2017,SMART,FORTWO,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,58,0,45,133639404,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021904,-122.209285,47.71124
King,Sammamish,WA,98075,2020,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,149,0,41,138512111,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032224,-122.03309,47.58153
King,Des Moines,WA,98198,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,30,228552705,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030003,-122.3219166,47.4013897
Thurston,Olympia,WA,98501,2021,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,35,178930146,PUGET SOUND ENERGY INC,53067011721,-122.89692,47.043535
Pierce,Tacoma,WA,98403,2013,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,75,0,27,196224647,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053060600,-122.460365,47.264555
King,Seatac,WA,98148,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,33,198781012,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028500,-122.32806,47.46155
King,Kirkland,WA,98033,2012,FORD,FOCUS,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,76,0,45,134641930,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022006,-122.20264,47.6785
King,Seatac,WA,98148,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,33,223727773,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028500,-122.32806,47.46155
Snohomish,Mukilteo,WA,98275,2023,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,21,226041763,PUGET SOUND ENERGY INC,53061041301,-122.29957,47.94187
King,Shoreline,WA,98177,2023,BMW,X5,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,30,0,32,228691333,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020800,-122.382425,47.77279
Thurston,Tumwater,WA,98501,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,35,219828724,PUGET SOUND ENERGY INC,53067011720,-122.89692,47.043535
King,Bellevue,WA,98004,2020,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,266,0,41,131265662,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024002,-122.201905,47.61385
Clark,Vancouver,WA,98663,2021,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,49,145541882,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041011,-122.666325,45.641205
King,Sammamish,WA,98075,2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,23,0,41,208638342,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032217,-122.03309,47.58153
King,Issaquah,WA,98027,2022,POLESTAR,PS2,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,41,197540724,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023404,-122.03644,47.53374
King,Sammamish,WA,98074,2023,KIA,NIRO,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,45,227935221,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032317,-122.0313266,47.6285782
King,Bellevue,WA,98004,2013,FIAT,500,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,87,0,41,267527928,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023901,-122.201905,47.61385
King,Lake Forest Park,WA,98155,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,16,0,46,115590793,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021500,-122.3175,47.7578146
Snohomish,Lynnwood,WA,98036,2020,TESLA,MODEL Y,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,291,0,1,183054350,PUGET SOUND ENERGY INC,53061051916,-122.316675,47.819365
Benton,Kennewick,WA,99337,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,25,0,8,185498092,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,53005011505,-119.14533,46.187395
King,Redmond,WA,98052,2016,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,210,0,48,103294145,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022605,-122.12302,47.67668
Snohomish,Darrington,WA,98241,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,39,144127462,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053700,-121.604165,48.252975
Skagit,Mount Vernon,WA,98273,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,40,207667589,PUGET SOUND ENERGY INC,53057952304,-122.338975,48.41333
King,Bellevue,WA,98006,2019,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,220,0,41,148130013,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024905,-122.16937,47.571015
King,Seattle,WA,98122,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,32,0,37,176545155,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008700,-122.30839,47.610365
King,Renton,WA,98056,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,35,0,41,112002355,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025304,-122.180505,47.500055
Jefferson,Port Townsend,WA,98368,2019,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,150,0,24,7892517,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950604,-122.7644197,48.1195874
King,Seattle,WA,98146,2017,FIAT,500,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,34,152705220,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033012000,-122.355145,47.505655
King,Woodinville,WA,98072,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,83,0,45,338356616,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032322,-122.151665,47.75855
Cowlitz,Longview,WA,98632,2021,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,19,179648241,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015000706,-122.943095,46.136035
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,21,0,11,238590712,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200,-122.29179,47.43473
Whatcom,Ferndale,WA,98248,2013,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,208,69900,42,127198900,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010301,-122.6011039,48.85324
King,Bellevue,WA,98005,2020,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,322,0,41,228136884,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023500,-122.16085,47.624515
Clark,Vancouver,WA,98665,2021,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,49,179106406,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041008,-122.66592,45.678565
King,Seatac,WA,98148,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,33,202288579,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028500,-122.32806,47.46155
Jefferson,Port Townsend,WA,98368,2023,KIA,EV6,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,24,230132647,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950603,-122.7644197,48.1195874
King,North Bend,WA,98045,2017,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,210,0,5,132176880,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032800,-121.7814012,47.4935316
Benton,Richland,WA,99352,2023,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,8,229373084,BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA),53005010810,-119.294415,46.271875
King,Seattle,WA,98105,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,46,150237447,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004201,-122.319115,47.66132
King,Seatac,WA,98148,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,33,211200062,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028500,-122.32806,47.46155
King,Woodinville,WA,98072,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,45,240481398,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021906,-122.151665,47.75855
King,Seattle,WA,98103,2015,BMW,I3,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,72,0,46,181258206,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002700,-122.34301,47.659185
Snohomish,Snohomish,WA,98290,2018,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,249,0,44,473759065,PUGET SOUND ENERGY INC,53061052401,-122.091505,47.915555
King,Seattle,WA,98122,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,42,0,37,169499018,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007901,-122.30839,47.610365
Lewis,Chehalis,WA,98532,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,53,0,20,348775325,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53041971300,-122.96692,46.66113
King,Burien,WA,98146,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,34,205820646,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026700,-122.355145,47.505655
King,Kent,WA,98032,2022,RIVIAN,EDV,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,33,219112554,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029206,-122.235475,47.3809
King,Issaquah,WA,98027,2023,VOLVO,XC90,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,32,0,5,227359303,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032104,-122.03644,47.53374
King,Seattle,WA,98101,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,43,209778887,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008300,-122.335345,47.61079
King,Issaquah,WA,98027,2018,TESLA,MODEL X,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,238,0,5,129999362,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025006,-122.03644,47.53374
King,Redmond,WA,98052,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,45,152693068,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323,-122.12302,47.67668
Snohomish,Lynnwood,WA,98087,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,21,175472671,PUGET SOUND ENERGY INC,53061041703,-122.2559465,47.8656788
King,Seattle,WA,98199,2022,TESLA,MODEL X,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,36,219072822,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005600,-122.394185,47.639195
King,Duvall,WA,98019,2022,KIA,NIRO,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,45,172125922,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032402,-121.9810747,47.7377962
King,Bellevue,WA,98006,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,41,235115058,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025007,-122.16937,47.571015
Thurston,Olympia,WA,98506,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,53,0,22,114316583,PUGET SOUND ENERGY INC,53067010200,-122.8874781,47.0519573
King,Seattle,WA,98112,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,43,156522831,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006400,-122.30764,47.62523
